include_in_hourly_primary,microcolony_pair,microcolony_ids,exposure_date,source_date,relative_period,target_hour,selected_minute,selection_status,day_status,video_id,filename_camera_label,source_video_path,symlink_path
true,MCs-11-and-12,11;12,2026-03-02,2026-03-05,post_dose_d_plus_3,10,00,exact_hh00,partial_day,bumblebox-19_2026-03-05_10_00_03,bumblebox-19,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-11-and-12/2026-03-05/bumblebox-19_2026-03-05_10_00_03.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-11-and-12/2026-03-05/bumblebox-19_2026-03-05_10_00_03.mp4
true,MCs-11-and-12,11;12,2026-03-02,2026-03-05,post_dose_d_plus_3,11,00,exact_hh00,partial_day,bumblebox-19_2026-03-05_11_00_04,bumblebox-19,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-11-and-12/2026-03-05/bumblebox-19_2026-03-05_11_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-11-and-12/2026-03-05/bumblebox-19_2026-03-05_11_00_04.mp4
true,MCs-11-and-12,11;12,2026-03-02,2026-03-05,post_dose_d_plus_3,12,00,exact_hh00,partial_day,bumblebox-19_2026-03-05_12_00_04,bumblebox-19,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-11-and-12/2026-03-05/bumblebox-19_2026-03-05_12_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-11-and-12/2026-03-05/bumblebox-19_2026-03-05_12_00_04.mp4
true,MCs-11-and-12,11;12,2026-03-02,2026-03-05,post_dose_d_plus_3,13,00,exact_hh00,partial_day,bumblebox-19_2026-03-05_13_00_04,bumblebox-19,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-11-and-12/2026-03-05/bumblebox-19_2026-03-05_13_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-11-and-12/2026-03-05/bumblebox-19_2026-03-05_13_00_04.mp4
true,MCs-11-and-12,11;12,2026-03-02,2026-03-05,post_dose_d_plus_3,14,00,exact_hh00,partial_day,bumblebox-19_2026-03-05_14_00_02,bumblebox-19,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-11-and-12/2026-03-05/bumblebox-19_2026-03-05_14_00_02.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-11-and-12/2026-03-05/bumblebox-19_2026-03-05_14_00_02.mp4
true,MCs-11-and-12,11;12,2026-03-02,2026-03-05,post_dose_d_plus_3,15,00,exact_hh00,partial_day,bumblebox-19_2026-03-05_15_00_05,bumblebox-19,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-11-and-12/2026-03-05/bumblebox-19_2026-03-05_15_00_05.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-11-and-12/2026-03-05/bumblebox-19_2026-03-05_15_00_05.mp4
true,MCs-11-and-12,11;12,2026-03-02,2026-03-05,post_dose_d_plus_3,16,00,exact_hh00,partial_day,bumblebox-19_2026-03-05_16_00_04,bumblebox-19,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-11-and-12/2026-03-05/bumblebox-19_2026-03-05_16_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-11-and-12/2026-03-05/bumblebox-19_2026-03-05_16_00_04.mp4
true,MCs-11-and-12,11;12,2026-03-02,2026-03-05,post_dose_d_plus_3,17,00,exact_hh00,partial_day,bumblebox-19_2026-03-05_17_00_04,bumblebox-19,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-11-and-12/2026-03-05/bumblebox-19_2026-03-05_17_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-11-and-12/2026-03-05/bumblebox-19_2026-03-05_17_00_04.mp4
true,MCs-11-and-12,11;12,2026-03-02,2026-03-05,post_dose_d_plus_3,18,00,exact_hh00,partial_day,bumblebox-19_2026-03-05_18_00_04,bumblebox-19,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-11-and-12/2026-03-05/bumblebox-19_2026-03-05_18_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-11-and-12/2026-03-05/bumblebox-19_2026-03-05_18_00_04.mp4
true,MCs-11-and-12,11;12,2026-03-02,2026-03-05,post_dose_d_plus_3,19,00,exact_hh00,partial_day,bumblebox-19_2026-03-05_19_00_03,bumblebox-19,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-11-and-12/2026-03-05/bumblebox-19_2026-03-05_19_00_03.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-11-and-12/2026-03-05/bumblebox-19_2026-03-05_19_00_03.mp4
true,MCs-11-and-12,11;12,2026-03-02,2026-03-05,post_dose_d_plus_3,20,00,exact_hh00,partial_day,bumblebox-19_2026-03-05_20_00_04,bumblebox-19,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-11-and-12/2026-03-05/bumblebox-19_2026-03-05_20_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-11-and-12/2026-03-05/bumblebox-19_2026-03-05_20_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-01,pre_dose_d_minus_1,00,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-01_00_00_03,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_00_00_03.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_00_00_03.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-01,pre_dose_d_minus_1,01,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-01_01_00_03,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_01_00_03.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_01_00_03.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-01,pre_dose_d_minus_1,02,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-01_02_00_03,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_02_00_03.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_02_00_03.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-01,pre_dose_d_minus_1,03,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-01_03_00_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_03_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_03_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-01,pre_dose_d_minus_1,04,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-01_04_00_03,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_04_00_03.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_04_00_03.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-01,pre_dose_d_minus_1,05,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-01_05_00_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_05_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_05_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-01,pre_dose_d_minus_1,06,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-01_06_00_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_06_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_06_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-01,pre_dose_d_minus_1,07,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-01_07_00_05,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_07_00_05.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_07_00_05.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-01,pre_dose_d_minus_1,08,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-01_08_00_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_08_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_08_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-01,pre_dose_d_minus_1,09,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-01_09_00_05,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_09_00_05.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_09_00_05.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-01,pre_dose_d_minus_1,10,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-01_10_00_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_10_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_10_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-01,pre_dose_d_minus_1,11,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-01_11_00_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_11_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_11_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-01,pre_dose_d_minus_1,12,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-01_12_00_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_12_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_12_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-01,pre_dose_d_minus_1,13,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-01_13_00_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_13_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_13_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-01,pre_dose_d_minus_1,14,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-01_14_00_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_14_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_14_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-01,pre_dose_d_minus_1,15,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-01_15_00_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_15_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_15_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-01,pre_dose_d_minus_1,16,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-01_16_00_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_16_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_16_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-01,pre_dose_d_minus_1,17,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-01_17_00_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_17_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_17_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-01,pre_dose_d_minus_1,18,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-01_18_00_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_18_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_18_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-01,pre_dose_d_minus_1,19,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-01_19_00_03,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_19_00_03.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_19_00_03.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-01,pre_dose_d_minus_1,20,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-01_20_00_02,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_20_00_02.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_20_00_02.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-01,pre_dose_d_minus_1,21,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-01_21_00_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_21_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_21_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-01,pre_dose_d_minus_1,22,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-01_22_00_03,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_22_00_03.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_22_00_03.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-01,pre_dose_d_minus_1,23,30,fallback_hh30_missing_hh00,full_24_hours,bumblebox-18_2026-03-01_23_30_03,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_23_30_03.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_23_30_03.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-05,post_dose_d_plus_3,00,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-05_00_00_03,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_00_00_03.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_00_00_03.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-05,post_dose_d_plus_3,01,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-05_01_00_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_01_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_01_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-05,post_dose_d_plus_3,02,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-05_02_00_03,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_02_00_03.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_02_00_03.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-05,post_dose_d_plus_3,03,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-05_03_00_03,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_03_00_03.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_03_00_03.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-05,post_dose_d_plus_3,04,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-05_04_00_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_04_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_04_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-05,post_dose_d_plus_3,05,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-05_05_00_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_05_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_05_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-05,post_dose_d_plus_3,06,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-05_06_00_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_06_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_06_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-05,post_dose_d_plus_3,07,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-05_07_00_03,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_07_00_03.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_07_00_03.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-05,post_dose_d_plus_3,08,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-05_08_00_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_08_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_08_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-05,post_dose_d_plus_3,09,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-05_09_00_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_09_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_09_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-05,post_dose_d_plus_3,10,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-05_10_00_03,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_10_00_03.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_10_00_03.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-05,post_dose_d_plus_3,11,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-05_11_00_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_11_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_11_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-05,post_dose_d_plus_3,12,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-05_12_00_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_12_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_12_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-05,post_dose_d_plus_3,13,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-05_13_00_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_13_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_13_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-05,post_dose_d_plus_3,14,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-05_14_00_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_14_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_14_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-05,post_dose_d_plus_3,15,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-05_15_00_03,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_15_00_03.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_15_00_03.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-05,post_dose_d_plus_3,16,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-05_16_00_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_16_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_16_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-05,post_dose_d_plus_3,17,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-05_17_00_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_17_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_17_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-05,post_dose_d_plus_3,18,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-05_18_00_03,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_18_00_03.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_18_00_03.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-05,post_dose_d_plus_3,19,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-05_19_00_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_19_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_19_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-05,post_dose_d_plus_3,20,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-05_20_00_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_20_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_20_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-05,post_dose_d_plus_3,21,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-05_21_00_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_21_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_21_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-05,post_dose_d_plus_3,22,00,exact_hh00,full_24_hours,bumblebox-18_2026-03-05_22_00_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_22_00_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_22_00_04.mp4
true,MCs-13-and-14,13;14,2026-03-02,2026-03-05,post_dose_d_plus_3,23,30,fallback_hh30_missing_hh00,full_24_hours,bumblebox-18_2026-03-05_23_30_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_23_30_04.mp4,/tmp/bumblebox_hourly_primary_mc9_24_links/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_23_30_04.mp4
